gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
919490546	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714899	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN		a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1935-01-01T00:00:00Z			1935	3915937	3915937	PRESERVED_SPECIMEN	PE		e2136058-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		C.W.Wang			2018-12-08T06:39:07.865Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490545	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714908	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN		a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1940-01-01T00:00:00Z			1940	3915937	3915937	PRESERVED_SPECIMEN	PE		e2135ce1-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		K.M.Feng			2018-12-08T06:39:07.876Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490544	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714920	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	叶枝，拉波罗	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1956-01-01T00:00:00Z			1956	3915937	3915937	PRESERVED_SPECIMEN	PE		e2135945-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		毛品一			2018-12-08T06:39:07.918Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490543	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714827	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	沧江边	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1940-01-01T00:00:00Z			1940	3915937	3915937	PRESERVED_SPECIMEN	PE		e213790b-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		K.M.Feng			2018-12-08T06:39:07.926Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490542	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714869	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	Chiao-tou on Yangtze	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.82308	99.706013							1939-01-01T00:00:00Z			1939	3915937	3915937	PRESERVED_SPECIMEN	PE		e2136a91-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		K.M.Feng			2018-12-08T06:39:07.864Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490541	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714836	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN		a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1934-01-01T00:00:00Z			1934	3915937	3915937	PRESERVED_SPECIMEN	PE		e21375ee-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		H.T.Tsai			2018-12-08T06:39:07.910Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490539	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714921	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	木杆林场附近长河坝	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.748038	103.891354							1972-01-01T00:00:00Z			1972	3915937	3915937	PRESERVED_SPECIMEN	PE		e21358d1-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		滇东北队			2018-12-08T06:39:07.859Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490538	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714857	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	Mekong-salwin Divide,Alulaka	a2fa5b68-3ebf-4845-abc5-f456d251386f	28.48611	98.911543							1938-01-01T00:00:00Z			1938	3915937	3915937	PRESERVED_SPECIMEN	PE		e2136edc-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		T.T.Yu			2018-12-08T06:39:07.917Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490537	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714852	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	三区宏多乡老林边	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.44164	104.873643							1957-01-01T00:00:00Z			1957	3915937	3915937	PRESERVED_SPECIMEN	PE		e21370af-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		禹平华			2018-12-08T06:39:07.907Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
919490536	1b412457-43cf-4a6f-b5c2-7acf01be5977	5714894	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Eupteleaceae	Euptelea	Euptelea pleiosperma		SPECIES	Euptelea pleiosperma Hook.f. & Thomson	CN	叶枝	a2fa5b68-3ebf-4845-abc5-f456d251386f	27.177166	99.28717							1935-01-01T00:00:00Z			1935	3915937	3915937	PRESERVED_SPECIMEN	PE		e21361a5-b6bf-11e1-8c2f-acd112e444a7				CC_BY_4_0		C.W.Wang			2018-12-08T06:39:07.833Z		TAXON_MATCH_FUZZY;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
